x,y,w
0.1325301204819277,0.6363636363636364,0.08433734939759036
0.1463414634146341,0.5833333333333334,0.08536585365853656
0.1584158415841584,0.6875,0.1089108910891089
0.2148760330578512,0.8076923076923077,0.17355371900826444
0.25,0.6,0.15
0.25,0.5,0.125
0.2826086956521739,0.9230769230769232,0.26086956521739135
0.2857142857142857,0.6842105263157895,0.19548872180451127
0.2982456140350877,0.9411764705882352,0.28070175438596484
0.3053435114503817,0.55,0.16793893129770995
0.3068181818181818,0.6296296296296297,0.1931818181818182
0.3069306930693069,0.7096774193548387,0.21782178217821782
0.3076923076923077,0.75,0.23076923076923078
0.3085106382978723,0.8275862068965517,0.25531914893617014
0.3085106382978723,0.7241379310344828,0.2234042553191489
0.32,0.25,0.08
0.323943661971831,0.717391304347826,0.2323943661971831
0.3333333333333333,0.8125,0.2708333333333333
0.3333333333333333,0.391304347826087,0.13043478260869565
0.3333333333333333,0.0,0.0
0.3333333333333333,0.4545454545454545,0.1515151515151515
0.3333333333333333,0.6285714285714286,0.2095238095238095
0.3360655737704918,0.6097560975609756,0.20491803278688522
0.34,0.8823529411764706,0.3
0.3414634146341463,0.8928571428571429,0.3048780487804878
0.3432835820895522,0.6086956521739131,0.20895522388059698
0.3448275862068966,0.6,0.20689655172413793
0.3488372093023256,0.7333333333333333,0.2558139534883721
0.3488372093023256,0.7666666666666667,0.2674418604651163
0.3488372093023256,0.6666666666666666,0.23255813953488372
0.3493975903614458,0.7241379310344828,0.2530120481927711
0.3548387096774194,0.4545454545454545,0.16129032258064516
0.3555555555555555,0.625,0.2222222222222222
0.358695652173913,0.7272727272727273,0.2608695652173913
0.3604651162790697,0.5967741935483871,0.2151162790697674
0.3614457831325301,0.8333333333333334,0.30120481927710846
0.3617021276595745,0.4705882352941176,0.1702127659574468
0.3617021276595745,0.8235294117647058,0.2978723404255319
0.3670886075949367,0.8448275862068966,0.31012658227848106
0.3673469387755102,0.8333333333333334,0.30612244897959184
0.3673469387755102,0.7222222222222222,0.2653061224489796
0.3674698795180723,0.7377049180327869,0.27108433734939763
0.3684210526315789,0.2857142857142857,0.10526315789473684
0.3684210526315789,1.0,0.3684210526315789
0.3684210526315789,0.7142857142857143,0.2631578947368421
0.3684210526315789,0.6071428571428571,0.22368421052631576
0.3684210526315789,0.6428571428571429,0.2368421052631579
0.3684210526315789,0.4285714285714285,0.15789473684210523
0.3696969696969697,0.819672131147541,0.30303030303030304
0.3728813559322034,0.6363636363636364,0.23728813559322035
0.3734939759036144,0.8709677419354839,0.32530120481927705
0.3734939759036144,0.7419354838709677,0.2771084337349397
0.375,0.8666666666666667,0.325
0.375,0.6363636363636364,0.23863636363636365
0.3766233766233766,0.8275862068965517,0.3116883116883116
0.3771929824561403,0.7441860465116279,0.2807017543859649
0.3773584905660377,0.5,0.18867924528301885
0.3777777777777777,0.8823529411764706,0.33333333333333326
0.3781512605042016,0.6888888888888889,0.26050420168067223
0.3787878787878788,0.8,0.30303030303030304
0.38,0.5789473684210527,0.22
0.3809523809523809,0.4375,0.16666666666666663
0.3823529411764705,0.8461538461538461,0.3235294117647058
0.3829787234042553,0.5,0.19148936170212766
0.3846153846153846,0.6,0.23076923076923073
0.3846153846153846,0.7,0.26923076923076916
0.3846153846153846,0.7,0.26923076923076916
0.3846153846153846,0.5714285714285714,0.21978021978021975
0.3846153846153846,0.75,0.28846153846153844
0.3846153846153846,0.68,0.26153846153846155
0.3857142857142857,0.7777777777777778,0.3
0.3863636363636363,0.8235294117647058,0.3181818181818181
0.3863636363636363,0.5294117647058824,0.2045454545454545
0.3883495145631068,0.775,0.30097087378640774
0.3888888888888889,0.6428571428571429,0.25
0.3888888888888889,0.5714285714285714,0.2222222222222222
0.3888888888888889,0.8571428571428571,0.3333333333333333
0.3888888888888889,0.7619047619047619,0.2962962962962963
0.3898305084745763,0.6956521739130435,0.2711864406779661
0.3902439024390244,0.75,0.29268292682926833
0.390625,0.68,0.265625
0.390625,0.8,0.3125
0.391304347826087,0.5555555555555556,0.2173913043478261
0.3917525773195876,0.631578947368421,0.24742268041237112
0.3928571428571428,0.8181818181818182,0.3214285714285714
0.3928571428571428,0.5909090909090909,0.23214285714285712
0.3934426229508196,0.6666666666666666,0.2622950819672131
0.3934426229508196,0.7916666666666666,0.31147540983606553
0.3939393939393939,0.7692307692307693,0.30303030303030304
0.3945578231292517,0.7068965517241379,0.2789115646258503
0.3947368421052631,0.6,0.23684210526315785
0.3950617283950617,0.78125,0.30864197530864196
0.3958333333333333,0.4210526315789473,0.16666666666666663
0.3958333333333333,0.7894736842105263,0.3125
0.396039603960396,0.775,0.3069306930693069
0.3968253968253968,0.6,0.23809523809523808
0.3970588235294117,0.7777777777777778,0.30882352941176466
0.3970588235294117,0.4814814814814814,0.19117647058823523
0.4,0.35,0.13999999999999999
0.4,0.6785714285714286,0.27142857142857146
0.4,0.7727272727272727,0.3090909090909091
0.4,0.7272727272727273,0.29090909090909095
0.4,0.8846153846153846,0.35384615384615387
0.4,0.6333333333333333,0.25333333333333335
0.4,1.0,0.4
0.4,0.8333333333333334,0.33333333333333337
0.4,0.875,0.35000000000000003
0.4017094017094017,0.6382978723404256,0.25641025641025644
0.4021739130434782,0.6756756756756757,0.2717391304347826
0.4022988505747126,0.7142857142857143,0.28735632183908044
0.4024390243902439,0.6363636363636364,0.25609756097560976
0.4027777777777778,0.7931034482758621,0.3194444444444445
0.4032258064516129,0.84,0.3387096774193548
0.4032258064516129,0.64,0.25806451612903225
0.4050632911392405,0.875,0.35443037974683544
0.4057971014492754,0.7142857142857143,0.2898550724637681
0.4067796610169492,0.6875,0.2796610169491526
0.4081632653061224,0.85,0.346938775510204
0.4081632653061224,0.7,0.28571428571428564
0.4084507042253521,0.7241379310344828,0.29577464788732394
0.4086021505376344,0.7105263157894737,0.29032258064516125
0.4090909090909091,0.9444444444444444,0.38636363636363635
0.4090909090909091,0.8888888888888888,0.36363636363636365
0.4090909090909091,0.5833333333333334,0.23863636363636367
0.4094488188976378,0.8846153846153846,0.3622047244094488
0.4095238095238095,0.6976744186046512,0.2857142857142857
0.4096385542168674,0.6176470588235294,0.25301204819277107
0.4097222222222222,0.8305084745762712,0.3402777777777778
0.4105263157894737,0.7435897435897436,0.30526315789473685
0.410958904109589,0.7333333333333333,0.3013698630136986
0.4111111111111111,0.7027027027027027,0.2888888888888889
0.4117647058823529,0.6071428571428571,0.24999999999999997
0.4117647058823529,0.7142857142857143,0.29411764705882354
0.4126984126984127,0.5384615384615384,0.2222222222222222
0.4130434782608695,0.6842105263157895,0.2826086956521739
0.4130434782608695,0.4210526315789473,0.1739130434782608
0.4133333333333333,0.7419354838709677,0.30666666666666664
0.4133333333333333,0.7419354838709677,0.30666666666666664
0.4137931034482758,0.75,0.31034482758620685
0.4137931034482758,0.5416666666666666,0.2241379310344827
0.4143646408839779,0.7866666666666666,0.3259668508287293
0.4146341463414634,0.6764705882352942,0.2804878048780488
0.4146341463414634,0.5294117647058824,0.21951219512195122
0.4146341463414634,0.5294117647058824,0.21951219512195122
0.4150943396226415,0.6363636363636364,0.2641509433962264
0.4153846153846154,0.8888888888888888,0.36923076923076925
0.4153846153846154,0.8888888888888888,0.36923076923076925
0.4157303370786517,0.7297297297297297,0.30337078651685395
0.4158415841584158,0.6666666666666666,0.2772277227722772
0.4166666666666667,0.75,0.3125
0.4166666666666667,0.775,0.3229166666666667
0.4181818181818181,0.5217391304347826,0.21818181818181814
0.4186046511627907,0.6111111111111112,0.2558139534883721
0.4189189189189189,0.6774193548387096,0.28378378378378377
